000A94A0,"Faith: Let them try."
0F213D42,"RUN + {0:input} RUN + JUMP + {0:input} WALLRUN / SPRINGBOARD + {0:input}  Shove enemies back with greater force, potentially increasing the damage they receive."
0F262BDF,"Faith: That’s too bad. The rest of the city could use a bit more of this ..."
0F26E32E,"FAMILY MATTERS"
0F305C2E,"What we do here. We’ll run. And you’ll run too. But it’s better there. "
0F72CCBD,"OPTIONS"
0F75C93C,"Delivery confirmed. And the oysters seem fresh according to scan. Well done. Maybe he’ll shut up about their damn “briny liquor” now ..."
0F7D9529,"SKY CITY, EXECS & FAMILIES. POP 4000"
0F8680B6,"HOLD {0:input} just before landing to perform a SKILLROLL"
0F868BD5,"Plastic: It’s concentrated to Anchor and the area around the Bauble mall. Now they’re disabling automatic emergency systems."
0F92E854,"Better understanding of KrugerSec tech allows Faith to scavenge better parts."
0F9EEE8A,"OMNISTAT GOLD"
0FAAA369,"Beatrix: It’s been a while, hasn’t it, Faith? Ours was one of the few honest conversations I’ve ever had. What happened to you?"
0FB3D29F,"GRIDNODE: DOWNTOWN"
0FC3BBD7,"EA CORE QA"
0FD2829B,"Icarus: That’s it. I give in. You are the better runner, Faith."
0FD6587E,"Automated Voice: Attention! All work in Residential Development Zone G has been postponed indefinitely. Evacuate the area immediately."
0FD8D45F,"LEAD MISSION DESIGNER"
0FDA3958,"Plastic: What do you mean kingdom? He’s not a king."
0FE97BDF,"Rebecca: Call me sir again and I’ll neuter you."
0FF549AD,"RESOLUTION"
0FFDFA88,"For that I am sorry. I never meant for any of this to happen. "
100670DC,"Faith: Any resistance work that needs doing? I’m in a revolutionary mood."
1024EF07,"OPEN SKILLTREE"
10291ED4,"Charter Hill gridLeaks {0:d} / {1:d}"
1037A7E0,"Oh, isn’t it? This conversation bores me, Kristian. "
1039373C,"Noah: It’s good to hear your voice, but keep moving. We need to get K-Sec off your tail."
103ECF4E,"Aline: Plastic, are you-- no, wait, sorry, that might actually work, Faith. It seems to be your only option."
104347DA,"DICE OPERATIONS CORE DEVELOPMENT"
104B97C6,"Make Public"
104C5294,"EVENT MANAGER"
105086B7,"Beatrix: Next place is his little hideaway apartment. I know he takes her there all the time."
107262FD,"Aline: No, it’s not, Plastic. Glass is just the testing bed. If Reflection is successful here, the Conglomerate will make it mandatory for all employs in Cascadia. It will eradicate what little personal freedom there is left."
107C2B6D,"QA COMPLIANCE TESTERS"
1084872D,"BACK IN THE GAME"
1088EF37,"Nomad: Getting those chips will mean the world to the outCaste."
10A0E5F5,"Thanks, whoever you are. Probably best if you cleared out. I’m gonna go as soon as I’ve caught my breath. Thanks again."
10A19F81,"I am happy to see that there are still people not driven by greed. If we succeed in delivering her these, she has promised she will build us next-level initiators for our remotely controlled ... items."
10A24B72,"LIGHTNING ARTIST"
10A487B9,"NOT HACKED"
10A94C18,"SUPPORT SERVICES"
10B063C1,"CHECKPOINT {0:d}"
10BB8198,"SENIOR PROJECT MANAGER"
10BCD097,"Faith: And he’ll get it."
10C0645D,"{0:time:mm:ss}"
10C4764F,"COMBAT"
10D22766,"Kruger: We’ll see. Amplify the signal. And is that recorder still running? Shut it off."
10D27EEA,"Icarus: Careful, Faith!"
10F2D177,"Rebecca: Remember people, we are the voice of the downtrodden. Let the Conglomerate hear them shout."
10F35695,"VOICE TALENT"
1107275E,"Noah: For some."
1108B22F,"Plastic: No! The train is just leaving! You’ll have to wait for the next one."
110A320B,"MANAGER UX RESEARCH"
112F2082,"Maybe you can help me out, Faith?"
114859DF,"Plastic: I’m thinking of hooking the whole metaGrid up to the Beat. As a sort of fail-safe if we can’t stop Reflection."
114F7752,"DEVELOPMENT ZONE"
1159C603,"What?"
116A6E4C,"Noah: Yeah ... She takes after her parents ..."
117DD13E,"Rebecca wants to LISTEN in on KrugerSec communications and she needs your help. Climb to the top of the tallest ANTENNA in Rezoning and place Rebecca’s tap there. And watch out for KrugerSec patrols."
1190ECCC,"Birdman: I thought you were gonna help me."
119798E7,"Nomad: OK, now we need that first handful of chips delivered."
1197D0A8,"Ah, of course. And the funding. Well, I guess someone screwed up then."
119F15F1,"Go to the KrugerArms building"
119F1602,"Enter the KrugerArms building"
119F1666,"Jump and grab onto the drone"
11C81E76,"Plastic: Are you out!? You need to get down from there. And fast."
11CC9137,"PRESS LEFT and ATTACK to move enemy"
11D63834,"Apparently a friend of his at KrugerSec told him they’re planning a massive presence."
11E03EDF,"Get up. I’m not done."
11FD0B0E,"{0:d} / {1:d} Collectibles found"
11FD318C,"Faith: You could be anyone."
120DB2F9,"Birdman: Maybe I should shoot some KrugerSec for sport ..."
1227A29F,"Noah: Do your part and let Faith do hers."
122F079E,"RSHIFT"
1236D949,","
125E9D9F,"Sometimes when I think of you, "
126381ED,"It’s like there’s something in the air. Something building up. "
127205B6,"Noah: Faith, Nomad, what’s happening?"
127408F7,"COMMUNICATIONS INTERCEPT #7492 LOCATION: N/A  TRANSCRIPT:  VOICEPRINT MATCH: REBECCA THANE OK, Tristan, the scrambler is active now. They might listen to what we say, but they'll have no way of locating us.  VOICEPRINT ASSIGNED TO DATABASE ENTRY: ""TRISTAN"" Wonderful. How long will it last?  REBECCA THANE We have a few minutes. The scrambler will alert us if we’re being geo-located. It's new tech. I had that wonderkid in Anchor build it, but I had to use a proxy. She won’t deal with us directly. The K-Sec is busy on the rooftops these days and I guess she doesn't want the extra attention.  TRISTAN She'll come around. Speaking of busy ... The information about the Elysium job checked out. Somebody broke in. They must've stolen something really important too, considering the buzz all over town.  REBECCA THANE Any idea what?  TRISTAN None yet. I'll look into it, and whoever pulled the job off. I miss you, Rebecca. See you soon.  REBECCA THANE I miss you too. Be safe, Tristan.  END OF TRANSCRIPT"
127408F8,"COMMUNICATIONS INTERCEPT #8499 LOCATION: N/A  TRANSCRIPT:  REBECCA THANE Ok, I'm here, Tristan.  TRISTAN Nice hearing your voice again. How are things below?  REBECCA THANE Some days I miss the sun so much.  TRISTAN Yeah, well, I don't see much of it to be honest. KrugerSec is scouring the rooftops looking for whoever pulled the Elysium job. Finding information is hard.  REBECCA THANE Anything?  TRISTAN I've had some luck. Seems like one of your old friends set it up.  REBECCA THANE Noah?  TRISTAN Yes. But he didn't send Icarus this time. That kid he raised, Faith, is out of juvie. She did the run.  REBECCA THANE I don't understand. It all smells of the kind of thing Noah would never touch.  TRISTAN Maybe Faith didn't know that?  REBECCA THANE Well, she always was headstrong.  TRISTAN I'll try to get in touch with them, see if they will tell us more.  REBECCA THANE Thank you Tristan. Be safe, my love.  END OF TRANSCRIPT"
127408F9,"COMMUNICATIONS INTERCEPT #8591 LOCATION: N/A  TRANSCRIPT:  TRISTAN It’s madness up here. I was on my way to see Noah when it happened.  REBECCA THANE What happened?  TRISTAN They're raiding the Lair, Rebecca. I've never seen so many KrugerSec in one spot, not since the November Riots.  REBECCA THANE Oh, no ... Noah?  TRISTAN I wouldn't get my hopes up.  REBECCA THANE Did you see Faith? Or Icarus?  TRISTAN I don't think they were there.  REBECCA THANE If they’re still alive they will be distraught. Noah was like a father to them both. I will contact Icarus and offer them sanctuary. And you, avoid K-Sec! I don't want to lose you to this.  END OF TRANSCRIPT"
127408FA,"RECORDING #68392 LOCATION: OMNISTAT TUNNELS, EXACT COORDINATES UNKNOWN  TRANSCRIPT:  REBECCA THANE I've missed you.  TRISTAN Then don't send me away on all these errands.  REBECCA THANE You know I wouldn't trust anybody else with this.  TRISTAN How is she holding up?  REBECCA THANE Faith? Better now, I think, after we got Kruger's daughter. She deserved at least some revenge.  TRISTAN Will she hold it together?  REBECCA THANE Honestly, I don't know. First her parents and her sister. Now, Noah. It would break anyone.  TRISTAN Yeah ... You know, there are times when I ... doubt what we’re doing. Is it worth it? Really?  REBECCA THANE Of course it is, my love. This nation breaks everybody in the end - everybody but us! We must not allow any doubt. The employs might not understand or accept it, but we are all they have. Things will change, Tristan, we will change them.  END OF TRANSCRIPT"
127408FB,"RECORDING #10932 LOCATION: OMNISTAT TUNNELS, EXACT COORDINATES UNKNOWN  TRANSCRIPT:  REBECCA This is where we used to talk, where we used to make love - the only place we could call our own. We had to snatch moments where we could. This world doesn't tolerate love. There is no room for it anymore. That's just one of the things you took away from us.  Sometimes when I think of you, it's as if my whole body fills up with nothing but the blackest of hate. I don't want to be like this, but it's what you've turned me into, Kruger.  I didn't have much, but at least I had Tristan. He was my light, something to cling to when the world became too suffocating. And now you've taken him too, leaving me with nothing but this damn hate.  I know you're listening, and I promise you this, Kruger: You will feel my loss. I will take everything away from you. I will leave nothing. Do you hear me, Kruger?! Nothing! When I am done, people in Cascadia won't even dare remember your name, except in secret moments of shame, when they think back on the wrath you brought down on them. I will make you pay for what you've done. To us. To me.  END OF TRANSCRIPT"
12764B80,"You know…"
12794934,"MERCHANDISING"
1279CDEA,"Beatrix: Not for much longer. I hope."
12845896,"Why? Should we cancel?"
1289AF3F,"Rewarded for completing With Bells On"
128F1941,"GHOST YELLOW"
12A492B8,"KrugerSec is scanning the apartment! Abort and extract!"
12A93BB2,"ABORT MISSION"
12AEA489,"PROJECT MANAGER"
12BC1343,"Icarus: Faith, if you can beat my time on this dash I’ll promise to shut up about you being fresh and all."
12C3B285,"Faith: No."
12D67CE9,"Any runner out there willing to do a delivery?"
12D750E0,"ASSET LOCALIZATION"
12EF5D49,"Faith: Got it."
12F1AA68,"Plastic: I don’t understand why people go to art museums. There’s no logic to them and--"
12FC4489,"Plastic: Now get out. I’ll start the decryption."
12FF01EB,"Good meeting. Our new associates extend their thanks. We’re transferring the payment to you."
1307AD0A,"Get out of my sight before I cut you up for stew."
1307AD0B,"Faith, I'm not in the mood. Do you have the blueprint?"
1307AD0C,"No ... And I need a favor."
1307AD0D,"And a new home, from what I hear. "
1307AD0E,"Do you also find it mystifying that I keep on giving and get nothing in return?"
1307AD0F,"Please. I need to find a facility called Kingdom. "
1307AD10,"Noah is being held there."
1307AD11,"Kingdom ... The Conglomerate's dirty little secret."
1307AD12,"Do you know where it is?"
1307AD2A,"I-- I’ll run for you. Five years. No questions asked."
1307AD2B,"Ten years! Twenty?!"
1307AD2C,"You won't live that long."
1307AD2D,"Go to Rezoning ... And dig your way down. "
1307AD2E,"That's where you'll find Kingdom."
1307AD2F,"Thank you."
13106DB8,"Leech down. Clear out."
131E8531,"DECLINE"
13274FF5,"RUNS"
132CF834,"Nomad: You’re almost there! Keep it up!"
13316DF8,"SHIFT"
1332E5C7,"Triumvirate Drive gridLeaks {0:d} / {1:d}"
1348A5C6,"Faith: It is. I have to talk to her."
13549872,"{0:time:mm:ss.ff}"
13661F66,"Icarus: Got it."
136B796C,"EXCERPT FROM “A VISITOR’S GUIDE TO GLASS”:  Sky City is a promise, a dream made manifest. It stands as a true paradise and represents the latest in architectural achievement. Built on a vast artificial island, Sky City forms the base from which The Shard tapers off into the clouds. Thirty thousand people call Sky City home, and living here is reserved for the few employees willing and capable to rise all the way to the top. It stands as a physical representation of the promise made to every single Cascadian employ: Work hard and you will be rewarded.  [Note: Sky City is closed to the general public and only residents, authorized service personnel and visitors possessing a valid Visitor’s Pass are allowed entry. To obtain a Visitor’s Pass you must provide a Corporate House sponsor. Unauthorized access is grounds for contract termination.]   AREAS OF NOTE:  Arrivals Atrium  The Shard"
138C228F,"Skill Move: CLIMB to QUICKTURN to JUMP"
13A2797E,"GM FRANCE & BENELUX"
13B5348A,"Beatrix: Peter ... likes to argue with his fists."
13B898CA,"Plastic: The bug might be, but Faith isn’t. Expect some company when you’re there, Faith."
13B946B8,"Noah: Faith, if KrugerSec is chasing you you can lose them by going to a safe house. Or back here at the Lair."
13BA9A22,"BENEFACTOR"
13CB1C03,"THE LIE"
13D49571,"Dogen: Excellent. Go to the top, release the tuned mass damper, and we’re good. For now."
13D72001,"Nomad: Great. Keep it up!"
13F02968,"PLACE TAG (TOO FAR AWAY)"
13F9DFB4,"{0:input} to jump to facade, bar, pipe or ladder  {1:input} HOLD to descend quickly {1:input} HOLD to slide into a ladder or pipe from above  CLIMB on facades, bars, pipes and ladders"
13FC1F75,"CAUGHT IN THE WEB"
13FC4EDB,"It might."
140AE633,"Plastic: I’m subverting the controls now. Try not to miss the train this time. It’s a real hassle accessing these things."
140B2C70,"MISSION FAILED!"
140EB144,"Nomad: The less you know the better, Noah. It’s for a good cause though."
141A94D6,"Combat Basics"
141D81AF,"THREAT BONUS"
1422B744,"FREE RUNNING 2"
14240052,"HUMAN RESOURCES"
14240075,"IT"
1424016A,"QA"
1424021E,"VP"
142D275A,"You've found THALIA. She's also dead and her message capsule is missing. Hopefully it can be found somewhere nearby."
1435126D,"EA RELEASE AND PRESERVATION MANAGEMENT"
14467824,"SENIOR VIDEO & MEDIA DIRECTORS/EDITORS"
14510821,"SENIOR DIRECTOR COMMUNITY ENGAGEMENT"
14524C20,"Plastic: I’m making progress Faith, keep going!"
14535237,"Reach and subvert the CCU at the top"
146E18C8,"Icarus: Almost there! Make the jump!"
146E397C,"I have a ... friend in one of the other cells. This package actually contains a flower. I know it’s a bit over the top, but she said she’d never seen one and I thought ... well, please deliver it for me. But be careful. It’s quite delicate."
1472E30D,"MOTION BLUR ENABLED"
14906F24,"CONTROLLER SENSITIVITY"
14A00D4D,"AWESOME!"
14A61301,"SPECIAL THANKS"
14A6E882,"Impact Attack upgrade"
14AE5C0E,"-"
14B9E959,"Dogen was contacted by his long lost sister, but the message is cryptic and vague. Dogen needs you to find clues to figure out what happened to her."
14BDB1E7,"No, I know that I would want to spend my retirement in a luxurious regatta bay apartment, you know, with the big wide screen TV and all that kind of stuff, not in some grey land hovel."
14CCB107,"ONLINE TEST GROUP - QA ANALYSTS"
14DC2429,"Locate the first Sentry Drone crate"
14DC242A,"Push the crate off the ledge"
14DC242B,"Move on to the next crate location"
14DC242C,"Open doors to leave area"
14DD9488,"Faith climbs pipes, ladders & pipes faster."
14E34741,"PRODUCT MANAGER FRANCE"
14E3887E,"Noah: We’ve got it covered. Faith, you should be coming up on an old warehouse soon. Get inside and we’ll take it from there."
14EF4645,"SOCIAL AND COMMUNITY MANAGER ITALY"
14F1E153,"Yes! Yes, yes, Haggard is totally right. We should absolutely liberate it."
15030E0E,"MESH QUALITY"
15084BB9,"Rebecca: Are you still here?"
150E33DD,"VOICE TALENT"
1518D006,"Nomad: Slight change of plans. K-Sec just sent another bunch of patrols to the area, and the contact couldn’t get to where you are. She’s waiting nearby, but you’ll have to run through those patrols to get to her."
